accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,total_duration,train/loss,validation/loss,validation/num_examples
765.8540601730347,0.0,25.02496981620789,1,0,25.02496981620789,0.5459592518503289,95000000,790.8790729045868,0.5179396425403139,0.5267495698919258,83274637
1390.5964798927307,0.0271334648132324,146.73721289634705,43,0,146.73721289634705,0.8663360433388158,95000000,1537.3627541065216,0.8343306267224018,0.8387704726087548,83274637
2010.475063800812,0.0480861663818359,268.324533700943,85,0,268.324533700943,1.1435324157072368,95000000,2278.8513865470886,1.1014486817443896,1.102804281062192,83274637
2624.1578421592712,0.0695347785949707,390.0049257278442,127,0,390.0049257278442,0.150675108984375,95000000,3014.237881422043,0.1447088953177883,0.1461815665978976,83274637
3231.149511814117,0.092010498046875,511.6812789440155,169,0,511.6812789440155,0.1480926085526315,95000000,3742.930214881897,0.1435854188020124,0.1446326968394556,83274637
3820.904474258423,0.1152329444885253,633.3734965324402,211,0,633.3734965324402,0.1476369216488486,95000000,4454.402348995209,0.1438165641149635,0.1435111488762779,83274637
4405.681370258331,0.1361260414123535,755.0407781600952,253,0,755.0407781600952,0.1458865232935855,95000000,5160.869191408157,0.1417110476806853,0.1422607559728934,83274637
4910.77752661705,0.1570565700531005,876.6336500644684,295,0,876.6336500644684,0.1454908909642269,95000000,5787.5809779167175,0.1416409146157825,0.1423440220769515,83274637
5332.210816860199,0.1781017780303955,998.305284500122,337,0,998.305284500122,0.1422049591899671,95000000,6330.708783864975,0.1419369514398979,0.1392113674165956,83274637
5535.200333833695,0.2006733417510986,1120.0366291999817,379,0,1120.0366291999817,0.1415391750719572,95000000,6655.45404958725,0.1409841611184789,0.1381675318918119,83274637
5650.78141117096,0.223907470703125,1242.0574254989624,421,0,1242.0574254989624,0.1393762581414473,95000000,6893.081009864807,0.1373328830835954,0.1367194712462954,83274637
5765.9433398246765,0.2483632564544677,1364.0365324020386,463,0,1364.0365324020386,0.1382721030119243,95000000,7130.248421430588,0.1359061531183667,0.1354026985234336,83274637
5881.608384609222,0.2733469009399414,1486.055513381958,505,0,1486.055513381958,0.1377372995888157,95000000,7367.959294319153,0.1331544497384215,0.1348211234793588,83274637
5995.782384634018,0.2958729267120361,1608.1188299655914,547,0,1608.1188299655914,0.1374704287828947,95000000,7604.2209684848785,0.1337047928955944,0.1346804210309951,83274637
6119.202692985535,0.3178524971008301,1730.109535932541,589,0,1730.109535932541,0.1364616554173519,95000000,7849.655823945999,0.1341074287375939,0.1341367440947423,83274637
6233.91622710228,0.3394618034362793,1852.0743560791016,631,0,1852.0743560791016,0.1362352237253289,95000000,8086.357659339905,0.1323228832451427,0.1339196220404738,83274637
6359.9931700229645,0.3625733852386474,1974.0714828968048,673,0,1974.0714828968048,0.1343048179584704,95000000,8334.456680059433,0.1319952266138492,0.1319805608741538,83274637
6497.766582965851,0.3848433494567871,2096.098181962967,715,0,2096.098181962967,0.1331354526315789,95000000,8594.28092265129,0.1314485166924742,0.1308471657460418,83274637
6636.477829456329,0.4075849056243896,2218.0355927944183,757,0,2218.0355927944183,0.1322367981291118,95000000,8854.954157590866,0.1275018088097842,0.129894863668,83274637
6776.775083065033,0.42928338050842285,2339.8555915355682,799,0,2339.8555915355682,0.13181387103207237,95000000,9117.09494805336,0.12845937973298366,0.12935008395304534,83274637
